I'll help you implement the necessary changes to fix the issue where `ModelChoiceField` does not provide the value of invalid choice when raising a `ValidationError`. Let's start by exploring the repository structure and understanding the problem.

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -type f -name "*.py" | grep -E "(field|form)" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/tests/model_fields/test_filepathfield.py
/testbed/tests/model_fields/test_integerfield.py
/testbed/tests/model_fields/test_binaryfield.py
/testbed/tests/model_fields/test_jsonfield.py
/testbed/tests/model_fields/__init__.py
/testbed/tests/model_fields/test_decimalfield.py
/testbed/tests/model_fields/test_charfield.py
/testbed/tests/model_fields/models.py
/testbed/tests/model_fields/test_slugfield.py
/testbed/tests/model_fields/test_floatfield.py
/testbed/tests/model_fields/test_autofield.py
/testbed/tests/model_fields/test_filefield.py
/testbed/tests/model_fields/test_promises.py
/testbed/tests/model_fields/test_booleanfield.py
/testbed/tests/model_fields/test_manytomanyfield.py
/testbed/tests/model_fields/test_genericipaddressfield.py
/testbed/tests/model_fields/test_textfield.py
/testbed/tests/model_fields/tests.py
/testbed/tests/model_fields/test_foreignkey.py
/testbed/tests/model_fields/test_durationfield.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">find /testbed -path "*/django/forms*" -name "*.py" | head -20</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>/testbed/django/forms/fields.py
/testbed/django/forms/__init__.py
/testbed/django/forms/renderers.py
/testbed/django/forms/widgets.py
/testbed/django/forms/models.py
/testbed/django/forms/utils.py
/testbed/django/forms/boundfield.py
/testbed/django/forms/forms.py
/testbed/django/forms/formsets.py</function_results>

Let's look at the forms models.py file since that's likely where `ModelChoiceField` is defined:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here're the files and directories up to 2 levels deep in /testbed/django/forms, excluding hidden items and node_modules:
262K	/testbed/django/forms
    77	
    78	        f2 = DecimalField(max_digits=4, decimal_places=2, error_messages=e)
    79	        self.assertFormErrors(['MAX DIGITS IS 4'], f2.clean, '123.45')
    80	        self.assertFormErrors(['MAX DP IS 2'], f2.clean, '1.234')
    81	        self.assertFormErrors(['MAX DIGITS BEFORE DP IS 2'], f2.clean, '123.4')
    82	
    83	    def test_datefield(self):
    84	        e = {
    85	            'required': 'REQUIRED',
    86	            'invalid': 'INVALID',
    87	        }
    88	        f = DateField(error_messages=e)
    89	        self.assertFormErrors(['REQUIRED'], f.clean, '')
    90	        self.assertFormErrors(['INVALID'], f.clean, 'abc')
    91	
    92	    def test_timefield(self):
    93	        e = {
    94	            'required': 'REQUIRED',
    95	            'invalid': 'INVALID',
    96	        }
    97	        f = TimeField(error_messages=e)
    98	        self.assertFormErrors(['REQUIRED'], f.clean, '')
    99	        self.assertFormErrors(['INVALID'], f.clean, 'abc')
   100	
   101	    def test_datetimefield(self):
   102	        e = {
   103	            'required': 'REQUIRED',
   104	            'invalid': 'INVALID',
   105	        }
   106	        f = DateTimeField(error_messages=e)
   107	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   108	        self.assertFormErrors(['INVALID'], f.clean, 'abc')
   109	
   110	    def test_regexfield(self):
   111	        e = {
   112	            'required': 'REQUIRED',
   113	            'invalid': 'INVALID',
   114	            'min_length': 'LENGTH %(show_value)s, MIN LENGTH %(limit_value)s',
   115	            'max_length': 'LENGTH %(show_value)s, MAX LENGTH %(limit_value)s',
   116	        }
   117	        f = RegexField(r'^[0-9]+$', min_length=5, max_length=10, error_messages=e)
   118	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   119	        self.assertFormErrors(['INVALID'], f.clean, 'abcde')
   120	        self.assertFormErrors(['LENGTH 4, MIN LENGTH 5'], f.clean, '1234')
   121	        self.assertFormErrors(['LENGTH 11, MAX LENGTH 10'], f.clean, '12345678901')
   122	
   123	    def test_emailfield(self):
   124	        e = {
   125	            'required': 'REQUIRED',
   126	            'invalid': 'INVALID',
   127	            'min_length': 'LENGTH %(show_value)s, MIN LENGTH %(limit_value)s',
   128	            'max_length': 'LENGTH %(show_value)s, MAX LENGTH %(limit_value)s',
   129	        }
   130	        f = EmailField(min_length=8, max_length=10, error_messages=e)
   131	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   132	        self.assertFormErrors(['INVALID'], f.clean, 'abcdefgh')
   133	        self.assertFormErrors(['LENGTH 7, MIN LENGTH 8'], f.clean, 'a@b.com')
   134	        self.assertFormErrors(['LENGTH 11, MAX LENGTH 10'], f.clean, 'aye@bee.com')
   135	
   136	    def test_filefield(self):
   137	        e = {
   138	            'required': 'REQUIRED',
   139	            'invalid': 'INVALID',
   140	            'missing': 'MISSING',
   141	            'empty': 'EMPTY FILE',
   142	        }
   143	        f = FileField(error_messages=e)
   144	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   145	        self.assertFormErrors(['INVALID'], f.clean, 'abc')
   146	        self.assertFormErrors(['EMPTY FILE'], f.clean, SimpleUploadedFile('name', None))
   147	        self.assertFormErrors(['EMPTY FILE'], f.clean, SimpleUploadedFile('name', ''))
   148	
   149	    def test_urlfield(self):
   150	        e = {
   151	            'required': 'REQUIRED',
   152	            'invalid': 'INVALID',
   153	            'max_length': '"%(value)s" has more than %(limit_value)d characters.',
   154	        }
   155	        f = URLField(error_messages=e, max_length=17)
   156	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   157	        self.assertFormErrors(['INVALID'], f.clean, 'abc.c')
   158	        self.assertFormErrors(
   159	            ['"http://djangoproject.com" has more than 17 characters.'],
   160	            f.clean,
   161	            'djangoproject.com'
   162	        )
   163	
   164	    def test_booleanfield(self):
   165	        e = {
   166	            'required': 'REQUIRED',
   167	        }
   168	        f = BooleanField(error_messages=e)
   169	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   170	
   171	    def test_choicefield(self):
   172	        e = {
   173	            'required': 'REQUIRED',
   174	            'invalid_choice': '%(value)s IS INVALID CHOICE',
   175	        }
   176	        f = ChoiceField(choices=[('a', 'aye')], error_messages=e)
   177	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   178	        self.assertFormErrors(['b IS INVALID CHOICE'], f.clean, 'b')
   179	
   180	    def test_multiplechoicefield(self):
   181	        e = {
   182	            'required': 'REQUIRED',
   183	            'invalid_choice': '%(value)s IS INVALID CHOICE',
   184	            'invalid_list': 'NOT A LIST',
   185	        }
   186	        f = MultipleChoiceField(choices=[('a', 'aye')], error_messages=e)
   187	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   188	        self.assertFormErrors(['NOT A LIST'], f.clean, 'b')
   189	        self.assertFormErrors(['b IS INVALID CHOICE'], f.clean, ['b'])
   190	
   191	    def test_splitdatetimefield(self):
   192	        e = {
   193	            'required': 'REQUIRED',
   194	            'invalid_date': 'INVALID DATE',
   195	            'invalid_time': 'INVALID TIME',
   196	        }
   197	        f = SplitDateTimeField(error_messages=e)
   198	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   199	        self.assertFormErrors(['INVALID DATE', 'INVALID TIME'], f.clean, ['a', 'b'])
   200	
   201	    def test_generic_ipaddressfield(self):
   202	        e = {
   203	            'required': 'REQUIRED',
   204	            'invalid': 'INVALID IP ADDRESS',
   205	        }
   206	        f = GenericIPAddressField(error_messages=e)
   207	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   208	        self.assertFormErrors(['INVALID IP ADDRESS'], f.clean, '127.0.0')
   209	
   210	    def test_subclassing_errorlist(self):
   211	        class TestForm(Form):
   212	            first_name = CharField()
   213	            last_name = CharField()
   214	            birthday = DateField()
   215	
   216	            def clean(self):
   217	                raise ValidationError("I like to be awkward.")
   218	
   219	        class CustomErrorList(utils.ErrorList):
   220	            def __str__(self):
   221	                return self.as_divs()
   222	
   223	            def as_divs(self):
   224	                if not self:
   225	                    return ''
   226	                return mark_safe('<div class="error">%s</div>' % ''.join('<p>%s</p>' % e for e in self))
   227	
   228	        # This form should print errors the default way.
   229	        form1 = TestForm({'first_name': 'John'})
   230	        self.assertHTMLEqual(
   231	            str(form1['last_name'].errors),
   232	            '<ul class="errorlist"><li>This field is required.</li></ul>'
   233	        )
   234	        self.assertHTMLEqual(
   235	            str(form1.errors['__all__']),
   236	            '<ul class="errorlist nonfield"><li>I like to be awkward.</li></ul>'
   237	        )
   238	
   239	        # This one should wrap error groups in the customized way.
   240	        form2 = TestForm({'first_name': 'John'}, error_class=CustomErrorList)
   241	        self.assertHTMLEqual(str(form2['last_name'].errors), '<div class="error"><p>This field is required.</p></div>')
   242	        self.assertHTMLEqual(str(form2.errors['__all__']), '<div class="error"><p>I like to be awkward.</p></div>')
   243	
   244	    def test_error_messages_escaping(self):
   245	        # The forms layer doesn't escape input values directly because error
   246	        # messages might be presented in non-HTML contexts. Instead, the
   247	        # message is marked for escaping by the template engine, so a template
   248	        # is needed to trigger the escaping.
   249	        t = Template('{{ form.errors }}')
   250	
   251	        class SomeForm(Form):
   252	            field = ChoiceField(choices=[('one', 'One')])
   253	
   254	        f = SomeForm({'field': '<script>'})
   255	        self.assertHTMLEqual(
   256	            t.render(Context({'form': f})),
   257	            '<ul class="errorlist"><li>field<ul class="errorlist">'
   258	            '<li>Select a valid choice. &lt;script&gt; is not one of the '
   259	            'available choices.</li></ul></li></ul>'
   260	        )
   261	
   262	        class SomeForm(Form):
   263	            field = MultipleChoiceField(choices=[('one', 'One')])
   264	
   265	        f = SomeForm({'field': ['<script>']})
   266	        self.assertHTMLEqual(
   267	            t.render(Context({'form': f})),
   268	            '<ul class="errorlist"><li>field<ul class="errorlist">'
   269	            '<li>Select a valid choice. &lt;script&gt; is not one of the '
   270	            'available choices.</li></ul></li></ul>'
   271	        )
   272	
   273	        class SomeForm(Form):
   274	            field = ModelMultipleChoiceField(ChoiceModel.objects.all())
   275	
   276	        f = SomeForm({'field': ['<script>']})
   277	        self.assertHTMLEqual(
   278	            t.render(Context({'form': f})),
   279	            '<ul class="errorlist"><li>field<ul class="errorlist">'
   280	            '<li>“&lt;script&gt;” is not a valid value.</li>'
   281	            '</ul></li></ul>'
   282	        )
   283	
   284	
   285	class ModelChoiceFieldErrorMessagesTestCase(TestCase, AssertFormErrorsMixin):
   286	    def test_modelchoicefield(self):
   287	        # Create choices for the model choice field tests below.
   288	        ChoiceModel.objects.create(pk=1, name='a')
   289	        ChoiceModel.objects.create(pk=2, name='b')
   290	        ChoiceModel.objects.create(pk=3, name='c')
   291	
   292	        # ModelChoiceField
   293	        e = {
   294	            'required': 'REQUIRED',
   295	            'invalid_choice': 'INVALID CHOICE',
   296	        }
   297	        f = ModelChoiceField(queryset=ChoiceModel.objects.all(), error_messages=e)
   298	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   299	        self.assertFormErrors(['INVALID CHOICE'], f.clean, '4')
   300	
   301	        # ModelMultipleChoiceField
   302	        e = {
   303	            'required': 'REQUIRED',
   304	            'invalid_choice': '%(value)s IS INVALID CHOICE',
   305	            'invalid_list': 'NOT A LIST OF VALUES',
   306	        }
   307	        f = ModelMultipleChoiceField(queryset=ChoiceModel.objects.all(), error_messages=e)
   308	        self.assertFormErrors(['REQUIRED'], f.clean, '')
   309	        self.assertFormErrors(['NOT A LIST OF VALUES'], f.clean, '3')
   310	        self.assertFormErrors(['4 IS INVALID CHOICE'], f.clean, ['4'])
   311	</function_results>

Perfect! Now I can see the issue clearly. In the test at line 299, we can see that the `ModelChoiceField` test expects just 'INVALID CHOICE' without any value parameter, while the `ModelMultipleChoiceField` test at line 310 expects '4 IS INVALID CHOICE' with the value parameter.

Let's also look at the regular `ChoiceField` to understand how it handles this:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms/fields.py</antml:parameter>
<antml:parameter name="view_range">[800, 900]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/forms/fields.py with line numbers (which has a total of 1271 lines) with view_range=[800, 900]:
   800	
   801	    def validate(self, value):
   802	        """Validate that the input is in self.choices."""
   803	        super().validate(value)
   804	        if value and not self.valid_value(value):
   805	            raise ValidationError(
   806	                self.error_messages['invalid_choice'],
   807	                code='invalid_choice',
   808	                params={'value': value},
   809	            )
   810	
   811	    def valid_value(self, value):
   812	        """Check to see if the provided value is a valid choice."""
   813	        text_value = str(value)
   814	        for k, v in self.choices:
   815	            if isinstance(v, (list, tuple)):
   816	                # This is an optgroup, so look inside the group for options
   817	                for k2, v2 in v:
   818	                    if value == k2 or text_value == str(k2):
   819	                        return True
   820	            else:
   821	                if value == k or text_value == str(k):
   822	                    return True
   823	        return False
   824	
   825	
   826	class TypedChoiceField(ChoiceField):
   827	    def __init__(self, *, coerce=lambda val: val, empty_value='', **kwargs):
   828	        self.coerce = coerce
   829	        self.empty_value = empty_value
   830	        super().__init__(**kwargs)
   831	
   832	    def _coerce(self, value):
   833	        """
   834	        Validate that the value can be coerced to the right type (if not empty).
   835	        """
   836	        if value == self.empty_value or value in self.empty_values:
   837	            return self.empty_value
   838	        try:
   839	            value = self.coerce(value)
   840	        except (ValueError, TypeError, ValidationError):
   841	            raise ValidationError(
   842	                self.error_messages['invalid_choice'],
   843	                code='invalid_choice',
   844	                params={'value': value},
   845	            )
   846	        return value
   847	
   848	    def clean(self, value):
   849	        value = super().clean(value)
   850	        return self._coerce(value)
   851	
   852	
   853	class MultipleChoiceField(ChoiceField):
   854	    hidden_widget = MultipleHiddenInput
   855	    widget = SelectMultiple
   856	    default_error_messages = {
   857	        'invalid_choice': _('Select a valid choice. %(value)s is not one of the available choices.'),
   858	        'invalid_list': _('Enter a list of values.'),
   859	    }
   860	
   861	    def to_python(self, value):
   862	        if not value:
   863	            return []
   864	        elif not isinstance(value, (list, tuple)):
   865	            raise ValidationError(self.error_messages['invalid_list'], code='invalid_list')
   866	        return [str(val) for val in value]
   867	
   868	    def validate(self, value):
   869	        """Validate that the input is a list or tuple."""
   870	        if self.required and not value:
   871	            raise ValidationError(self.error_messages['required'], code='required')
   872	        # Validate that each value in the value list is in self.choices.
   873	        for val in value:
   874	            if not self.valid_value(val):
   875	                raise ValidationError(
   876	                    self.error_messages['invalid_choice'],
   877	                    code='invalid_choice',
   878	                    params={'value': val},
   879	                )
   880	
   881	    def has_changed(self, initial, data):
   882	        if self.disabled:
   883	            return False
   884	        if initial is None:
   885	            initial = []
   886	        if data is None:
   887	            data = []
   888	        if len(initial) != len(data):
   889	            return True
   890	        initial_set = {str(value) for value in initial}
   891	        data_set = {str(value) for value in data}
   892	        return data_set != initial_set
   893	
   894	
   895	class TypedMultipleChoiceField(MultipleChoiceField):
   896	    def __init__(self, *, coerce=lambda val: val, **kwargs):
   897	        self.coerce = coerce
   898	        self.empty_value = kwargs.pop('empty_value', [])
   899	        super().__init__(**kwargs)
   900	
</function_results>

Let's also look at the ChoiceField's default error messages:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms/fields.py</antml:parameter>
<antml:parameter name="view_range">[770, 810]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/forms/fields.py with line numbers (which has a total of 1271 lines) with view_range=[770, 810]:
   770	    def __init__(self, *, choices=(), **kwargs):
   771	        super().__init__(**kwargs)
   772	        self.choices = choices
   773	
   774	    def __deepcopy__(self, memo):
   775	        result = super().__deepcopy__(memo)
   776	        result._choices = copy.deepcopy(self._choices, memo)
   777	        return result
   778	
   779	    def _get_choices(self):
   780	        return self._choices
   781	
   782	    def _set_choices(self, value):
   783	        # Setting choices also sets the choices on the widget.
   784	        # choices can be any iterable, but we call list() on it because
   785	        # it will be consumed more than once.
   786	        if callable(value):
   787	            value = CallableChoiceIterator(value)
   788	        else:
   789	            value = list(value)
   790	
   791	        self._choices = self.widget.choices = value
   792	
   793	    choices = property(_get_choices, _set_choices)
   794	
   795	    def to_python(self, value):
   796	        """Return a string."""
   797	        if value in self.empty_values:
   798	            return ''
   799	        return str(value)
   800	
   801	    def validate(self, value):
   802	        """Validate that the input is in self.choices."""
   803	        super().validate(value)
   804	        if value and not self.valid_value(value):
   805	            raise ValidationError(
   806	                self.error_messages['invalid_choice'],
   807	                code='invalid_choice',
   808	                params={'value': value},
   809	            )
   810	
</function_results>

Let's look for the ChoiceField class definition:

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">grep -n "class ChoiceField" /testbed/django/forms/fields.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>764:class ChoiceField(Field):</function_results>

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms/fields.py</antml:parameter>
<antml:parameter name="view_range">[764, 774]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/forms/fields.py with line numbers (which has a total of 1271 lines) with view_range=[764, 774]:
   764	class ChoiceField(Field):
   765	    widget = Select
   766	    default_error_messages = {
   767	        'invalid_choice': _('Select a valid choice. %(value)s is not one of the available choices.'),
   768	    }
   769	
   770	    def __init__(self, *, choices=(), **kwargs):
   771	        super().__init__(**kwargs)
   772	        self.choices = choices
   773	
   774	    def __deepcopy__(self, memo):
</function_results>

Perfect! Now I can see the complete picture:

1. **ChoiceField** (line 767): Has error message with `%(value)s` parameter and passes `params={'value': value}` when raising ValidationError (line 808)
2. **MultipleChoiceField** (line 857): Has error message with `%(value)s` parameter and passes `params={'value': val}` when raising ValidationError (line 878)
3. **ModelChoiceField** (line 1191): Has error message **without** `%(value)s` parameter and **doesn't pass** `params` when raising ValidationError (line 1287)
4. **ModelMultipleChoiceField** (line 1307): Has error message **with** `%(value)s` parameter and **passes** `params={'value': val}` when raising ValidationError (line 1370)

So the issue is that `ModelChoiceField` is inconsistent with the other choice fields. Let's write a test to reproduce the issue first:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">create</antml:parameter>
<antml:parameter name="path">/testbed/test_reproduce_issue.py</antml:parameter>
<antml:parameter name="file_text">#!/usr/bin/env python3

import os
import sys
import django
from django.conf import settings

# Configure Django settings
if not settings.configured:
    settings.configure(
        DEBUG=True,
        DATABASES={
            'default': {
                'ENGINE': 'django.db.backends.sqlite3',
                'NAME': ':memory:',
            }
        },
        INSTALLED_APPS=[
            'django.contrib.contenttypes',
            'django.contrib.auth',
        ],
        USE_TZ=True,
    )

django.setup()

from django.db import models
from django.forms import ModelChoiceField, ModelMultipleChoiceField, ChoiceField, MultipleChoiceField
from django.core.exceptions import ValidationError

# Create a test model
class TestModel(models.Model):
    name = models.CharField(max_length=100)
    
    def __str__(self):
        return self.name

    class Meta:
        app_label = 'test'

# Create the table
from django.db import connection
with connection.schema_editor() as schema_editor:
    schema_editor.create_model(TestModel)

# Create some test data
obj1 = TestModel.objects.create(name="Test 1")
obj2 = TestModel.objects.create(name="Test 2")

def test_choice_field_error_message():
    """Test regular ChoiceField error message includes value"""
    field = ChoiceField(choices=[('a', 'A'), ('b', 'B')])
    try:
        field.clean('invalid_value')
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ChoiceField error: {e.message}")
        assert 'invalid_value' in e.message

def test_multiple_choice_field_error_message():
    """Test MultipleChoiceField error message includes value"""
    field = MultipleChoiceField(choices=[('a', 'A'), ('b', 'B')])
    try:
        field.clean(['invalid_value'])
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"MultipleChoiceField error: {e.message}")
        assert 'invalid_value' in e.message

def test_model_choice_field_error_message():
    """Test ModelChoiceField error message - currently doesn't include value"""
    field = ModelChoiceField(queryset=TestModel.objects.all())
    try:
        field.clean('999')  # Invalid ID
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ModelChoiceField error: {e.message}")
        # This will currently fail because the value is not included
        print(f"Error message contains '999': {'999' in e.message}")

def test_model_multiple_choice_field_error_message():
    """Test ModelMultipleChoiceField error message includes value"""
    field = ModelMultipleChoiceField(queryset=TestModel.objects.all())
    try:
        field.clean(['999'])  # Invalid ID
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ModelMultipleChoiceField error: {e.message}")
        assert '999' in e.message

if __name__ == '__main__':
    print("Testing error messages...")
    
    print("\n1. ChoiceField:")
    test_choice_field_error_message()
    
    print("\n2. MultipleChoiceField:")
    test_multiple_choice_field_error_message()
    
    print("\n3. ModelChoiceField:")
    test_model_choice_field_error_message()
    
    print("\n4. ModelMultipleChoiceField:")
    test_model_multiple_choice_field_error_message()
    
    print("\nDone!")
</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>New file created successfully at /testbed/test_reproduce_issue.py</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_reproduce_issue.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>
<output>Testing error messages...

1. ChoiceField:
ChoiceField error: Select a valid choice. %(value)s is not one of the available choices.</output>
<error>Traceback (most recent call last):
  File "test_reproduce_issue.py", line 54, in test_choice_field_error_message
    field.clean('invalid_value')
  File "/testbed/django/forms/fields.py", line 150, in clean
    self.validate(value)
  File "/testbed/django/forms/fields.py", line 805, in validate
    raise ValidationError(
django.core.exceptions.ValidationError: ['Select a valid choice. invalid_value is not one of the available choices.']

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "test_reproduce_issue.py", line 95, in <module>
    test_choice_field_error_message()
  File "test_reproduce_issue.py", line 58, in test_choice_field_error_message
    assert 'invalid_value' in e.message
AssertionError</error>
</function_results>

I need to fix the test - ValidationError doesn't have a `message` attribute, it has `messages`:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/test_reproduce_issue.py</antml:parameter>
<antml:parameter name="old_str">def test_choice_field_error_message():
    """Test regular ChoiceField error message includes value"""
    field = ChoiceField(choices=[('a', 'A'), ('b', 'B')])
    try:
        field.clean('invalid_value')
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ChoiceField error: {e.message}")
        assert 'invalid_value' in e.message

def test_multiple_choice_field_error_message():
    """Test MultipleChoiceField error message includes value"""
    field = MultipleChoiceField(choices=[('a', 'A'), ('b', 'B')])
    try:
        field.clean(['invalid_value'])
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"MultipleChoiceField error: {e.message}")
        assert 'invalid_value' in e.message

def test_model_choice_field_error_message():
    """Test ModelChoiceField error message - currently doesn't include value"""
    field = ModelChoiceField(queryset=TestModel.objects.all())
    try:
        field.clean('999')  # Invalid ID
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ModelChoiceField error: {e.message}")
        # This will currently fail because the value is not included
        print(f"Error message contains '999': {'999' in e.message}")

def test_model_multiple_choice_field_error_message():
    """Test ModelMultipleChoiceField error message includes value"""
    field = ModelMultipleChoiceField(queryset=TestModel.objects.all())
    try:
        field.clean(['999'])  # Invalid ID
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ModelMultipleChoiceField error: {e.message}")
        assert '999' in e.message</antml:parameter>
<antml:parameter name="new_str">def test_choice_field_error_message():
    """Test regular ChoiceField error message includes value"""
    field = ChoiceField(choices=[('a', 'A'), ('b', 'B')])
    try:
        field.clean('invalid_value')
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ChoiceField error: {e.messages}")
        assert 'invalid_value' in str(e.messages)

def test_multiple_choice_field_error_message():
    """Test MultipleChoiceField error message includes value"""
    field = MultipleChoiceField(choices=[('a', 'A'), ('b', 'B')])
    try:
        field.clean(['invalid_value'])
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"MultipleChoiceField error: {e.messages}")
        assert 'invalid_value' in str(e.messages)

def test_model_choice_field_error_message():
    """Test ModelChoiceField error message - currently doesn't include value"""
    field = ModelChoiceField(queryset=TestModel.objects.all())
    try:
        field.clean('999')  # Invalid ID
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ModelChoiceField error: {e.messages}")
        # This will currently fail because the value is not included
        print(f"Error message contains '999': {'999' in str(e.messages)}")

def test_model_multiple_choice_field_error_message():
    """Test ModelMultipleChoiceField error message includes value"""
    field = ModelMultipleChoiceField(queryset=TestModel.objects.all())
    try:
        field.clean(['999'])  # Invalid ID
        assert False, "Should have raised ValidationError"
    except ValidationError as e:
        print(f"ModelMultipleChoiceField error: {e.messages}")
        assert '999' in str(e.messages)</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/test_reproduce_issue.py has been edited successfully.</function_results>

<antml:function_calls>
<antml:invoke name="bash">
<antml:parameter name="command">cd /testbed && python test_reproduce_issue.py</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Testing error messages...

1. ChoiceField:
ChoiceField error: ['Select a valid choice. invalid_value is not one of the available choices.']

2. MultipleChoiceField:
MultipleChoiceField error: ['Select a valid choice. invalid_value is not one of the available choices.']

3. ModelChoiceField:
ModelChoiceField error: ['Select a valid choice. That choice is not one of the available choices.']
Error message contains '999': False

4. ModelMultipleChoiceField:
ModelMultipleChoiceField error: ['Select a valid choice. 999 is not one of the available choices.']

Done!</function_results>

Perfect! This clearly shows the issue:

1. **ChoiceField**: "Select a valid choice. invalid_value is not one of the available choices." ✅ (includes value)
2. **MultipleChoiceField**: "Select a valid choice. invalid_value is not one of the available choices." ✅ (includes value)
3. **ModelChoiceField**: "Select a valid choice. That choice is not one of the available choices." ❌ (doesn't include value)
4. **ModelMultipleChoiceField**: "Select a valid choice. 999 is not one of the available choices." ✅ (includes value)

Now let's implement the fix. We need to:

1. Update the default error message in `ModelChoiceField` to include `%(value)s`
2. Update the `to_python` method to pass the `params` when raising the ValidationError

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
<antml:parameter name="path">/testbed/django/forms/models.py</antml:parameter>
<antml:parameter name="old_str">    default_error_messages = {
        'invalid_choice': _('Select a valid choice. That choice is not one of'
                            ' the available choices.'),
    }</antml:parameter>
<antml:parameter name="new_str">    default_error_messages = {
        'invalid_choice': _('Select a valid choice. %(value)s is not one of'
                            ' the available choices.'),
    }</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>The file /testbed/django/forms/models.py has been edited successfully.</function_results>

Now we need to update the `to_python` method to pass the value parameter. Let's look at the current implementation:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">view</antml:parameter>
<antml:parameter name="path">/testbed/django/forms/models.py</antml:parameter>
<antml:parameter name="view_range">[1278, 1290]</antml:parameter>
</antml:invoke>
</antml:function_calls>
<function_results>Here's the content of /testbed/django/forms/models.py with line numbers (which has a total of 1401 lines) with view_range=[1278, 1290]:
  1278	    def to_python(self, value):
  1279	        if value in self.empty_values:
  1280	            return None
  1281	        try:
  1282	            key = self.to_field_name or 'pk'
  1283	            if isinstance(value, self.queryset.model):
  1284	                value = getattr(value, key)
  1285	            value = self.queryset.get(**{key: value})
  1286	        except (ValueError, TypeError, self.queryset.model.DoesNotExist):
  1287	            raise ValidationError(self.error_messages['invalid_choice'], code='invalid_choice')
  1288	        return value
  1289	
  1290	    def validate(self, value):
</function_results>

I need to capture the original value before it gets modified, so I can pass it in the error message:

<antml:function_calls>
<antml:invoke name="str_replace_based_edit_tool">
<antml:parameter name="command">str_replace</antml:parameter>
